Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,Occupation,Domain,Country,Number,Company
male,American,Mr.,Greg,J,Muro,"4571 Davis Drive",Markham,ON,Ontario,"L3P 2M4",Canada,GregJMuro@jourrapide.com,Musbad,905-201-3958,1,May,8/28/1955,67,"Physical geographer",MoveToReno.ca,CA,100,"Tam's Stationers"
male,American,Mr.,Joseph,J,Mitchell,"269 chemin Saint-Ignace",Woodstock,NB,"New Brunswick","E0J 2B0",Canada,JosephJMitchell@superrito.com,Unget1978,506-612-4040,1,Francois,7/7/1978,45,"Tree pruner",SoyBusiness.ca,CA,101,"Vitamax Health Food Center"
female,American,Mrs.,Bonnie,J,Collins,"100 Exmouth Street",Sarnia,ON,Ontario,"N7T 4C8",Canada,BonnieJCollins@cuvox.de,Wive1963,519-490-1295,1,Hines,3/12/1963,60,"Rotary drill operator",LocalShrinks.ca,CA,102,"Asian Junction"
male,American,Dr.,Donald,P,Thomas,"3418 Nelson Street",Connaught,ON,Ontario,"P0N 1A0",Canada,DonaldPThomas@armyspy.com,Chousion,705-363-3718,1,Greaves,10/31/1999,23,"Gaming and sports book writer",LogPop.ca,CA,103,"Magna Gases"
female,American,Ms.,Kathleen,J,Colunga,"4256 Derry Rd",Malton,ON,Ontario,"L4T 1A8",Canada,KathleenJColunga@gustr.com,Siverprours,905-740-1059,1,Martin,9/20/1969,53,Navy,FundraisingArticles.ca,CA,104,"All Wound Up"
male,American,Dr.,Paul,J,Carroll,"1765 Cordova Street",Vancouver,BC,"British Columbia","V6B 1E1",Canada,PaulJCarroll@jourrapide.com,Spittly,604-318-4633,1,Charles,8/19/2003,19,"Marriage and family therapist",CableLog.ca,CA,105,"Liberty Wealth Planners"
female,American,Mrs.,Ann,W,McDonald,"3265 Heatherleigh",Cooksville,ON,Ontario,"L5A 1V9",Canada,AnnWMcDonald@gustr.com,Prited,905-566-0398,1,Lopez,7/14/1974,49,"Judiciary interpreter",LiveUnder.ca,CA,106,"Handy Andy Home Improvement Center"
female,American,Mrs.,Gail,D,Nunez,"806 Churchill Plaza","Sault Ste Marie",ON,Ontario,"P6A 1Z2",Canada,GailDNunez@rhyta.com,Beft1964,705-945-3882,1,Johnson,8/20/1964,58,"Technical writer",TourismWeather.ca,CA,107,"DGS HomeSource"
female,American,Ms.,Cheryl,J,Houchin,"3977 Fourth Avenue",Calgary,AB,Alberta,"T2P 0H3",Canada,CherylJHouchin@jourrapide.com,Batch1957,403-830-4656,1,Fischer,9/4/1957,65,"Civil engineering technician",BuyVirginiaBeach.ca,CA,108,"Lafayette Radio"
female,American,Mrs.,Karen,D,Morton,"529 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,KarenDMorton@einrot.com,Ininving,416-829-3617,1,Sowders,10/23/1997,25,"Production, planning, and expediting clerk",BadVenus.ca,CA,109,"Smitty's Marketplace"
female,American,Ms.,Louise,R,Blake,"4644 Tchesinkut Lake Rd",Houston,BC,"British Columbia","V0J 1Z0",Canada,LouiseRBlake@jourrapide.com,Sarrawn96,250-844-1860,1,Anderson,7/31/1996,26,Conservator,CakeDeveloper.ca,CA,110,"Noodle Kidoodle"
female,American,Mrs.,Theresa,M,Mora,"2843 Bank St",Ottawa,ON,Ontario,"K1H 7Z1",Canada,TheresaMMora@dayrep.com,Exclore,613-739-3166,1,Briggs,4/2/1952,71,"Manpower development advisor",FoolFile.ca,CA,111,"Morrie Mages"
female,American,Mrs.,Lucy,B,Beard,"2961 Pine Street",Millet,AB,Alberta,"T0C 1Z0",Canada,LucyBBeard@fleckens.hu,Xist1999,780-387-6111,1,Medrano,5/7/1999,24,Clergy,BuyBurners.ca,CA,112,"Matrix Architectural Service "
male,American,Mr.,Chris,G,Otani,"284 Rose Street",Regina,SK,Saskatchewan,"S4P 3Y2",Canada,ChrisGOtani@superrito.com,Prooken,306-536-0091,1,Epperson,7/5/1967,56,"Mobile heavy equipment mechanic",PointTag.ca,CA,113,Heilig-Meyers
male,American,Mr.,Jasper,T,McDonough,"3404 Thurston Dr",Ottawa,ON,Ontario,"K1G 0Z2",Canada,JasperTMcDonough@cuvox.de,Cumfornot,613-882-1602,1,Hines,4/16/1952,71,"Semiconductor processing technician",AppraiserFraud.ca,CA,114,"Road Runner Lawn Services"
male,American,Mr.,Randy,L,Surface,"4053 102nd Avenue",Nelson,BC,"British Columbia","V1L 5Y5",Canada,RandyLSurface@gustr.com,Beeloo,250-505-6302,1,Johnston,8/26/2002,20,"Housekeeping cleaner",LendingEars.ca,CA,115,"Rolling Thunder"
female,American,Ms.,Kelly,D,Cornett,"4714 Acton Avenue",Toronto,ON,Ontario,"M3H 4J1",Canada,KellyDCornett@cuvox.de,Purnessiblen,416-600-2037,1,Harris,3/12/1971,52,Dancer,SwapFavors.ca,CA,116,"New World"
female,American,Mrs.,Michele,F,Avery,"1277 Walsh Street","Thunder Bay",ON,Ontario,"P7E 1J5",Canada,MicheleFAvery@einrot.com,Scang1964,807-628-8653,1,Nugent,9/22/1964,58,"Counter clerk",LegalFever.ca,CA,117,"Just For Fun"
female,American,Ms.,Eleanor,G,Sweatt,"1248 Tanner Street",Vancouver,BC,"British Columbia","V5R 2T4",Canada,EleanorGSweatt@superrito.com,Herrinfold,604-453-8280,1,Meyer,9/10/1960,62,"Material dispatching",TerrorTax.ca,CA,118,"Plan Smart"
female,American,Ms.,Christie,W,Howell,"3751 90th Avenue",Hilda,AB,Alberta,"T0J 1R0",Canada,ChristieWHowell@cuvox.de,Arks1973,403-838-5899,1,Lawler,6/30/1973,50,"Medicinal chemist",CleanerFaster.ca,CA,119,"Buena Vista Garden Maintenance"
male,American,Mr.,Hayden,G,Harmon,"3561 Wyecroft Road",Burlington,ON,Ontario,"L7P 2S9",Canada,HaydenGHarmon@armyspy.com,Turner,905-335-9515,1,Hegwood,6/4/1981,42,"Physical therapist",MilwaukeeCourses.ca,CA,120,"Mode O'Day"
male,American,Mr.,Joseph,R,Centers,"4823 Goyeau Ave",Windsor,ON,Ontario,"N9A 1H9",Canada,JosephRCenters@fleckens.hu,Lifere1983,519-919-0744,1,Manning,12/16/1983,39,Interviewer,LoyaltyRebate.ca,CA,121,
female,American,Mrs.,Robin,R,Schumacher,"2893 Sheppard Ave",Toronto,ON,Ontario,"M1S 1T4",Canada,RobinRSchumacher@fleckens.hu,Prepaing89,416-295-3118,1,Newby,10/23/1989,33,"Private banker",HongKongVIP.ca,CA,122,"Simply Save"
female,American,Ms.,Dorothy,D,Gonzalez,"1518 Rue King",Sherbrooke,QC,Quebec,"J1H 1R4",Canada,DorothyDGonzalez@teleworm.us,Wiltoped,819-572-6795,1,Cowman,5/25/2004,19,"Guide interpreter",SongTwo.ca,CA,123,Adapt
male,American,Mr.,Charles,N,Feeney,"3196 Park Ct","Alberta Beach",AB,Alberta,"T0E 0A0",Canada,CharlesNFeeney@superrito.com,Courest,780-924-6297,1,Line,10/31/1998,24,"Stock trader",DollarMenus.ca,CA,124,"Beefsteak Charlie's"
female,American,Ms.,Susan,D,Taylor,"1472 Port Washington Road","Grassy Lake",AB,Alberta,"T0K 0Z0",Canada,SusanDTaylor@armyspy.com,Latim1957,403-655-5767,1,Easter,5/9/1957,66,"Creative writer",BingoHeadquarters.ca,CA,125,"Asian Fusion"
female,American,Ms.,Mary,J,Evans,"1372 Parkdale Ave",Hawkesbury,ON,Ontario,"K6A 1E8",Canada,MaryJEvans@cuvox.de,Grell1978,613-636-1379,1,Townsley,7/22/1978,45,"Rental clerk",RentalRefinancing.ca,CA,126,"Enrich Garden Services"
male,American,Mr.,James,C,Chason,"822 Campsite Road","Spruce Grove",AB,Alberta,"T7X 2Y8",Canada,JamesCChason@jourrapide.com,Prampern,780-962-3800,1,Gillespie,10/25/1959,63,"Medical laboratory technician",MortgageHappens.ca,CA,127,"Frank and Seder"
male,American,Mr.,Steven,T,Garcia,"2285 Elgin Street",Athens,ON,Ontario,"K0E 1B0",Canada,StevenTGarcia@rhyta.com,Magaraind,613-924-6581,1,Bartley,11/15/1957,65,"Land agent",RadioDiscussion.ca,CA,128,"Realty Solution"
female,American,Mrs.,Kim,R,Anderson,"1563 Bellwood Acres Rd",Dorset,ON,Ontario,"P0A 1E0",Canada,KimRAnderson@einrot.com,Whime1958,705-766-8409,1,Jensen,5/8/1958,65,"Executive housekeeper",CreditShares.ca,CA,129,"Linens 'n Things"
female,American,Ms.,Elizabeth,J,Pierce,"3297 Lynden Road",Victoria,ON,Ontario,"L0H 1E0",Canada,ElizabethJPierce@teleworm.us,Beids2002,905-838-2593,1,Turnbull,12/1/2002,20,"Physician assistant",LittleRockFinancial.ca,CA,130,"Baltimore Markets"
male,American,Mr.,Benito,M,Bonilla,"94 Carling Avenue",Ottawa,ON,Ontario,"K1Z 7B5",Canada,BenitoMBonilla@teleworm.us,Volappece,613-324-4449,1,Guzman,4/29/1977,46,"Sound mixer",EgoFlow.ca,CA,131,"Glicks Furniture"
female,American,Mrs.,Gail,C,Wilson,"475 Weston Rd",Toronto,ON,Ontario,"M9N 1G4",Canada,GailCWilson@cuvox.de,Frenjudipt,416-246-3816,1,Erickson,4/27/1995,28,"Bindery machine setter",Moteldoctor.ca,CA,132,"Dreamscape Garden Care"
female,American,Ms.,Ann,M,Noe,"252 Heritage Drive",Calgary,AB,Alberta,"T2V 2W2",Canada,AnnMNoe@jourrapide.com,Hineed1980,403-701-3905,1,True,5/18/1980,43,"Registered nurse anesthetist",MPolicy.ca,CA,133,"Edge Yard Service"
male,American,Mr.,Bradley,R,Abernathy,"4155 Boulevard Cremazie",Quebec,QC,Quebec,"G1R 1B8",Canada,BradleyRAbernathy@fleckens.hu,Oust1977,418-648-2156,1,Dean,7/18/1977,46,"Buyers' agent",CompactJeeps.ca,CA,134,Chargepal
male,American,Mr.,Walter,J,Gann,"1768 Albert Street",Hepburn,SK,Saskatchewan,"S4P 3Y2",Canada,WalterJGann@jourrapide.com,Perclovery,306-947-0446,1,Putnam,11/10/1996,26,"Skin care specialist",Shruo.ca,CA,135,McDuff
male,American,Mr.,Horace,L,Sartin,"1952 Duke Street",Montreal,QC,Quebec,"H3C 5K4",Canada,HoraceLSartin@rhyta.com,Expecten69,514-250-5263,1,Currier,11/24/1969,53,"Independent insurance agent",ToyAdvantage.ca,CA,136,"Sun Foods"
male,American,Mr.,Daniel,S,Staton,"751 rue Ontario Ouest",Montreal,QC,Quebec,"H2X 1Y8",Canada,DanielSStaton@superrito.com,Vagind,514-284-0219,1,Oneal,7/28/2000,22,"Appliance repairer",SplashSun.ca,CA,137,"Modern Realty"
male,American,Mr.,Brian,J,Sullivan,"1962 Hamilton Street",Esterhazy,SK,Saskatchewan,"S4P 3Y2",Canada,BrianJSullivan@rhyta.com,Butil1981,306-745-7967,1,Leathers,5/15/1981,42,"U.S. deputy marshal",FunTournament.ca,CA,138,"Handy Andy"
female,American,Mrs.,Jill,W,Loeffler,"3914 Pitfield Blvd",Laval,QC,Quebec,"H7P 2C7",Canada,JillWLoeffler@fleckens.hu,Theawaster,450-962-4742,1,Park,6/15/1957,66,"Macromolecular chemist",DiabeticPerson.ca,CA,139,Afterthoughts
male,American,Mr.,David,N,Schmidt,"2141 Lynden Road",Stroud,ON,Ontario,"L0L 2M0",Canada,DavidNSchmidt@armyspy.com,Teve2000,705-431-3642,1,Brophy,6/27/2000,23,"Medical interpreter",PerformWork.ca,CA,140,"Advansed Teksyztems"
male,American,Mr.,Michael,G,Graham,"2193 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,MichaelGGraham@armyspy.com,Arks1964,416-489-0819,1,Chavez,11/9/1964,58,"Support staff clerk",LifeIdentity.ca,CA,141,Loblaws
female,American,Mrs.,Dana,G,Janda,"2507 Weir Crescent",Toronto,ON,Ontario,"M1E 3T8",Canada,DanaGJanda@dayrep.com,Dife1998,416-668-6839,1,Cook,9/2/1998,24,"Hoist and winch operator",SmokeReport.ca,CA,142,"Henry's Hamburgers"
female,American,Mrs.,Shantell,B,Stovall,"1768 Wyecroft Road",Burlington,ON,Ontario,"L7P 2S9",Canada,ShantellBStovall@fleckens.hu,Smut1961,905-335-4117,1,Torres,7/30/1961,61,"Life skill counselor",CitizenFly.ca,CA,143,"Oranges Records & Tapes"
female,American,Mrs.,Mary,D,Meiners,"4032 rue des Églises Est","Ile Perrot",QC,Quebec,"J0P 1K0",Canada,MaryDMeiners@cuvox.de,Orout1951,514-425-4398,1,Winters,8/30/1951,71,"Human resources generalist",CreditCardClassifieds.ca,CA,144,Weingarten's
male,American,Mr.,Eric,T,Delapena,"2392 chemin Hudson",Montreal,QC,Quebec,"H4J 1M9",Canada,EricTDelapena@superrito.com,Tionswerever,514-884-0215,1,Mraz,12/9/1947,75,"Aerospace engineer",TechnoHire.ca,CA,145,"David Weis"
male,American,Mr.,Brian,M,Harris,"2477 11th Ave",Calgary,AB,Alberta,"T2P 1M6",Canada,BrianMHarris@einrot.com,Wourthonses,403-693-5808,1,Allen,2/17/2004,19,"Junior high school teacher",PrivacyPrint.ca,CA,146,"Matrix Architectural Service"
male,American,Mr.,Roy,J,Sears,"2750 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,RoyJSears@armyspy.com,Anyinquity,647-866-8819,1,Weaver,10/28/1967,55,Polisher,AllEvening.ca,CA,147,"Exact Solutions"
female,American,Ms.,Mary,W,Phelps,"1847 Bloor Street",Vegreville,AB,Alberta,"T0B 4L0",Canada,MaryWPhelps@dayrep.com,Stent1981,780-632-3750,1,Gray,6/14/1981,42,"Court reporter",ZineDirect.ca,CA,148,"Vitamax Health Food Center"
male,American,Mr.,Bradley,L,Wright,"1777 Weston Rd",Toronto,ON,Ontario,"M9N 1G4",Canada,BradleyLWright@fleckens.hu,Therstorted,416-886-0752,1,Pickett,8/18/2000,22,"Operating engineer",VisitYa.ca,CA,149,"Highland Appliance"
male,American,Mr.,Ryan,S,Lockwood,"304 Woolwick Drive",Toronto,ON,Ontario,"M1H 1A8",Canada,RyanSLockwood@fleckens.hu,Sountood,416-438-1597,1,Villegas,7/18/1969,54,"Order filler",WeatherOdds.ca,CA,150,"Wholesale Club, Inc."
male,American,Mr.,Tom,A,Stiltner,"859 Balmy Beach Road","Owen Sound",ON,Ontario,"N4K 2N7",Canada,TomAStiltner@gustr.com,Ilies2003,519-371-2460,1,Ramirez,11/7/2003,19,"Surveying technician",MemoryZip.ca,CA,151,"Highland Appliance"
female,American,Mrs.,Michelle,W,Overton,"2227 Higginsville Road",Shubenacadie,NS,"Nova Scotia","B0N 2H0",Canada,MichelleWOverton@armyspy.com,Suldet1954,902-236-3781,1,Small,7/3/1954,69,"Weaving machine operator",ColdCocoa.ca,CA,152,"Dream Home Improvements"
female,American,Mrs.,Robin,M,Johnson,"462 Queen Elizabeth Boulevard",Etobicoke,ON,Ontario,"M9W 1K7",Canada,RobinMJohnson@einrot.com,Whantem72,416-572-2582,1,Wendell,2/18/1972,51,"Data coder operator",FootballCelebrations.ca,CA,153,"Country Club Markets"
male,American,Mr.,Edmund,P,Ammons,"582 Brook St",Kentville,NS,"Nova Scotia","B4N 1K6",Canada,EdmundPAmmons@cuvox.de,Equild1983,902-365-7169,1,Durrett,2/19/1983,40,"Keypunch technician",VoipIntro.ca,CA,154,"Grade A Investment"
female,American,Mrs.,Tina,R,Watson,"3167 Cordova Street",Vancouver,BC,"British Columbia","V6B 1E1",Canada,TinaRWatson@superrito.com,Smappood,604-505-2598,1,Smith,3/1/1987,36,"Portrait photographer",WrestlingReporter.ca,CA,155,"Odyssey Records & Tapes"
male,American,Mr.,Mark,D,Earley,"378 Jasper Avenue",Edmonton,AB,Alberta,"T5J 3N2",Canada,MarkDEarley@cuvox.de,Capassicer,780-235-7156,1,Wannamaker,6/12/1991,32,"Construction and building inspector",LivePainter.ca,CA,156,"Record Bar"
male,American,Mr.,Jesus,V,Perry,"109 Jasper Ave",Edmonton,AB,Alberta,"T5J 3N6",Canada,JesusVPerry@teleworm.us,Thats1979,780-901-1050,1,Martin,11/9/1979,43,"Hearing therapist",Polyville.ca,CA,157,JasmineSola
male,American,Mr.,Victor,K,Poitra,"3028 Speers Road",Oakville,ON,Ontario,"L6J 3X4",Canada,VictorKPoitra@rhyta.com,Pachat,905-815-1278,1,Olson,8/18/1966,56,"Fork lift operator",GroupTraffic.ca,CA,158,"Red Bears Tavern"
female,American,Ms.,Valorie,M,Ramirez,"2511 2nd Street",Gimli,MB,Manitoba,"R0C 1B0",Canada,ValorieMRamirez@armyspy.com,Yiestinne1957,204-651-2461,1,Ruiz,5/15/1957,66,"Color printer operator",SoldArizona.ca,CA,159,"Prahject Planner"
male,American,Mr.,Eric,J,Watkins,"63 Danforth Avenue",Toronto,ON,Ontario,"M4K 1A6",Canada,EricJWatkins@teleworm.us,Evell1965,416-470-3998,1,Torres,5/4/1965,58,"Conservation forester",RodeoMerchandise.ca,CA,160,"Purity Supreme"
female,American,Mrs.,Daisy,R,Aden,"1862 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,DaisyRAden@teleworm.us,Wereave,416-954-4207,1,Freel,6/29/1977,46,"Community supervision officer",PeerTelevision.ca,CA,161,"The Polka Dot Bear Tavern"
male,American,Mr.,John,S,Welch,"3735 Hastings Street",Vancouver,BC,"British Columbia","V6C 1B4",Canada,JohnSWelch@superrito.com,Iriseeted,604-780-1234,1,Lynn,11/15/1975,47,"Bill and account collector",YouDumb.ca,CA,162,"Pro Property Maintenance"
female,American,Mrs.,Ocie,J,Womble,"2086 Galts Ave","Red Deer",AB,Alberta,"T4N 2A6",Canada,OcieJWomble@rhyta.com,Etted1961,403-761-1158,1,Parks,7/12/1961,62,"Accounts payable clerk",MormonRules.ca,CA,163,"Your Choices"
male,American,Mr.,Chad,L,Watts,"2735 Carling Avenue",Ottawa,ON,Ontario,"K1Z 7B5",Canada,ChadLWatts@superrito.com,Therand1967,613-867-7326,1,Wood,9/14/1967,55,"Dental surgeon",PicAlert.ca,CA,164,"The High Heelers"
male,American,Mr.,Bryan,J,Doctor,"3886 Princess St",Kingston,ON,Ontario,"K7L 1C2",Canada,BryanJDoctor@fleckens.hu,Mouldin,613-876-7725,1,Parkhill,2/11/1990,33,"Chemical equipment tender",TechnologyRate.ca,CA,165,"Network Air"
male,American,Mr.,John,J,McGrath,"4948 Port Washington Road",Carstairs,AB,Alberta,"T0M 0N0",Canada,JohnJMcGrath@dayrep.com,Grewle,403-337-8934,1,Lee,12/5/1971,51,Obstetrician,BreastBuys.ca,CA,166,"Galaxy Man"
female,American,Mrs.,Shannon,K,Leblanc,"2977 Ontario St","St Catharines",ON,Ontario,"L2N 1S8",Canada,ShannonKLeblanc@teleworm.us,Oneve1950,905-646-3341,1,Vidal,7/22/1950,73,"Wellhead pumper",BestOfLittleRock.ca,CA,167,"Ideal Garden Management"
female,American,Mrs.,John,D,Melendez,"802 Maynard Rd",Calgary,AB,Alberta,"T2E 6J8",Canada,JohnDMelendez@gustr.com,Hicagaver,403-463-2869,1,Grove,4/17/1955,68,"Marine surveyor",PunkMovement.ca,CA,168,"Modern Architecture Design"
female,American,Ms.,Holly,G,Moran,"4003 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,HollyGMoran@rhyta.com,Hught1958,416-415-4057,1,Davis,5/24/1958,65,"Library technical assistant",ActivityCells.ca,CA,169,"Paul's Record Hut"
male,American,Mr.,Christian,J,Rossman,"2987 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,ChristianJRossman@gustr.com,Andised,647-203-4311,1,Smith,1/2/1977,46,"Engraver set-up operator",TournamentAlerts.ca,CA,170,"Fradkin Brothers Furniture"
female,American,Mrs.,Julie,W,Dudley,"147 Royal Avenue","New Westminster",BC,"British Columbia","V3L 5H1",Canada,JulieWDudley@fleckens.hu,Thets1960,778-898-0272,1,Thomas,4/15/1960,63,"Long haul truck driver",PrepayTickets.ca,CA,171,"Netstars Matrix Design"
male,American,Mr.,Robert,A,Mitchell,"3490 James Street",Burnaby,BC,"British Columbia","V5G 1J9",Canada,RobertAMitchell@fleckens.hu,Seling,604-250-8076,1,Cohen,12/7/1950,72,"Aircraft and avionics equipment mechanic",WirelessBelguim.ca,CA,172,"Solid Future"
female,American,Mrs.,Janet,G,Spellman,"4924 Boulevard Ste-Geneviève",Chicoutimi,QC,Quebec,"G7G 2G6",Canada,JanetGSpellman@gustr.com,Naing1975,418-817-4785,1,Hageman,7/12/1975,48,Zoologist,EliminateYears.ca,CA,173,"Courtesy Hardware Store"
female,American,Mrs.,Anne,W,Savage,"716 rue Ontario Ouest",Montreal,QC,Quebec,"H2X 1Y8",Canada,AnneWSavage@dayrep.com,Sainame,514-985-0986,1,Brown,12/5/1951,71,"Infusion nurse",CardLiquidators.ca,CA,174,Ole's
male,American,Mr.,William,D,Wilson,"4708 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,WilliamDWilson@superrito.com,Feuppied1969,416-858-8203,1,Marshall,10/23/1969,53,"Purchasing director",RealityActor.ca,CA,175,"Smitty's Marketplace"
female,American,Mrs.,Penny,B,Robertson,"1043 St. John Street","Buffalo Narrows",SK,Saskatchewan,"S4P 3Y2",Canada,PennyBRobertson@dayrep.com,Healf1975,306-235-6682,1,Holman,8/29/1975,47,"Licensed clinical social worker",MacroMessaging.ca,CA,176,"WWW Realty"
male,American,Mr.,Wesley,L,Sammons,"1023 rue des Églises Est","Notre Dame Du Laus",QC,Quebec,"J0X 2M0",Canada,WesleyLSammons@cuvox.de,Unnow1956,819-767-3209,1,Nelson,1/1/1956,67,"Remote sensing specialist",DishRebates.ca,CA,177,"Western Auto"
male,American,Mr.,William,D,Masuda,"1534 Weston Rd",Toronto,ON,Ontario,"M9N 1G4",Canada,WilliamDMasuda@teleworm.us,Liviss1977,416-244-0486,1,Bullins,12/26/1977,45,"Clinical dietitian",MobileEffect.ca,CA,178,Nedick's
female,American,Ms.,Irene,R,Whitaker,"1685 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,IreneRWhitaker@superrito.com,Jakfam,416-725-1076,1,Benitez,8/20/1998,24,"Gaming surveillance officer",DominatrixShow.ca,CA,179,"Oklahoma Tire & Supply Company"
female,American,Dr.,Miriam,W,Arnold,"4238 rue Ontario Ouest",Montreal,QC,Quebec,"H2X 1Y8",Canada,MiriamWArnold@rhyta.com,Oureshe67,514-496-7022,1,Williams,3/15/1967,56,Surveyor,AlarmMail.ca,CA,180,"Lawn N' Order Garden Care"
female,American,Ms.,Donna,G,Bradfield,"125 Albert Street",Stratford,ON,Ontario,"N5A 3K5",Canada,DonnaGBradfield@fleckens.hu,Firds1984,519-703-4147,1,Haynie,12/25/1984,38,"Commercial and industrial designer",EclipseTool.ca,CA,181,"L' Fish"
female,American,Mrs.,Patty,W,Rugg,"4138 rue de la Gauchetière",Montreal,QC,Quebec,"H3B 2M3",Canada,PattyWRugg@gustr.com,Madminge,514-873-4004,1,Berg,7/7/1972,51,"Business management analyst",ShoppingFunds.ca,CA,182,"Life Map"
male,American,Mr.,Larry,J,Crum,"688 Albert Street",Stratford,ON,Ontario,"N5A 3K5",Canada,LarryJCrum@cuvox.de,Carceses,519-274-5221,1,Bollin,11/3/1997,25,"Voice writer",SalesFace.ca,CA,183,"Tee Town"
female,American,Ms.,Amanda,W,Blackwell,"4602 Nelson Street",Shebandowan,ON,Ontario,"P0T 2T0",Canada,AmandaWBlackwell@einrot.com,Kingince,807-926-3901,1,Clayton,7/15/1963,60,"Tumor registrar",AlertUpdates.ca,CA,184,"De Pinna"
male,American,Mr.,Joseph,F,Demello,"4293 90th Avenue",Brooks,AB,Alberta,"T0J 0J0",Canada,JosephFDemello@teleworm.us,Beldess,403-633-9700,1,Carmichael,1/16/1960,63,"Payroll and timekeeping clerk",PaymentConversion.ca,CA,185,"Parts and Pieces"
female,American,Ms.,Patricia,R,Mark,"2844 rue Levy",Montreal,QC,Quebec,"H3C 5K4",Canada,PatriciaRMark@rhyta.com,Thal1966,514-914-0106,1,Stark,3/28/1966,57,"Physical meteorologist",ModelChaser.ca,CA,186,"Target Realty"
male,American,Mr.,Paul,C,Urias,"4397 Papineau Avenue",Montreal,QC,Quebec,"H2K 4J5",Canada,PaulCUrias@dayrep.com,Uply1951,514-824-7429,1,Ellis,2/12/1951,72,Applicator,MortgageCulture.ca,CA,187,"Joseph Magnin"
female,American,Mrs.,Janet,J,Strong,"3588 Nelson Street",Shebandowan,ON,Ontario,"P0T 2T0",Canada,JanetJStrong@superrito.com,Husafter,807-926-5872,1,Thompson,11/27/1960,62,"School bus driver",HTTPMagazine.ca,CA,188,"Bennett Brothers"
female,American,Ms.,Monica,G,Martin,"1210 Hyde Park Road",London,ON,Ontario,"N6A 3M9",Canada,MonicaGMartin@rhyta.com,Feld1953,519-617-2910,1,Banks,12/26/1953,69,"Fire prevention specialist",GolfingDiscounter.ca,CA,189,"First Rate Choice"
male,American,Mr.,Luis,L,Henry,"3841 Lillooet Street","Prince Albert",SK,Saskatchewan,"S6V 5R3",Canada,LuisLHenry@superrito.com,Ameat1980,306-987-3999,1,Schofield,6/3/1980,43,"Radiologic technologist",AddictedGolfer.ca,CA,190,"Team Designers and Associates"
male,American,Mr.,Allen,G,Gamboa,"2502 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,AllenGGamboa@superrito.com,Miteraid,416-317-1811,1,Ford,4/22/1955,68,"Rolling machine tender",PlumberBiz.ca,CA,191,"Twin Food Stores"
female,American,Mrs.,Marlene,M,Martin,"1790 chemin Hudson",Montreal,QC,Quebec,"H4J 1M9",Canada,MarleneMMartin@jourrapide.com,Fairs1996,514-266-8298,1,Shor,7/20/1996,27,"Payroll secretary",CardPranks.ca,CA,192,Fretter
female,American,Mrs.,Pearl,J,Kifer,"4272 Silver Springs Blvd",Calgary,AB,Alberta,"T3E 0K6",Canada,PearlJKifer@dayrep.com,Recove,403-217-4928,1,Thompson,8/17/1979,43,Cabinetmaker,GeoSpecials.ca,CA,193,"Suncoast Video"
male,American,Mr.,Roger,J,Biggs,"2550 Duke Street",Montreal,QC,Quebec,"H3C 5K4",Canada,RogerJBiggs@einrot.com,Glactiond,514-231-1583,1,Wines,2/28/1950,73,"Petroleum engineer",BlingBusiness.ca,CA,194,"Lindsley's Lumber"
male,American,Mr.,Boyd,L,Phillips,"1420 Côte Joyeuse","Aston Junction",QC,Quebec,"H0H 0H0",Canada,BoydLPhillips@fleckens.hu,Wifecarthe,819-226-5517,1,Bryant,7/24/1992,30,"Computer database administrator",PopularFlicks.ca,CA,195,"Planet Pizza"
male,American,Mr.,Jeffery,G,Lang,"3348 Lauzon Parkway",Tecumseh,ON,Ontario,"N8N 1L7",Canada,JefferyGLang@dayrep.com,Hisolinsts,519-739-0193,1,Chestnut,11/10/1953,69,"Garment presser",CosmeticsAlert.ca,CA,196,"Independent Wealth Management"
